ID,ward,district,age_hhh,sex_hhh,edu_hhh,elderly,adult,youth,family_size,nb_of_tractors,nb_of_two_wheel_tractors,nb_of_ploughs,nb_of_cultivators,nb_of_scotchcarts,nb_of_wheelbarows,nb_of_metal_siloes_or_other_improved_storage_facility,nb_of_solar_panels,nb_of_biogas_digester,nb_of_green_houses,nb_of_motorized_grinding_mill,cropped_area,fallow,maize,small_grains,legumes,other,cattle,small_rum,poultry,how_many_bee_hives_do_you_currently_own,do_you_have_a_fish_pond,TLU,do_you_have_an_individual_garden,do_you_have_access_to_a_community_garden,Main food source,Main income source,food_security,hdds,Quality certified seeds,Community seed banks,Drought tolerant varieties,Small grains,Early planting,Crop rotation,Intercropping,Cover crops,Mulching,Integrated pest management,Compost and/or manure,Drip- and/or micro-irrigation market,Optimum plant density,Tree planting on-farm,Tree retention (natural regeneration) on-farm,Improved livestock breed,Improved animal shelter,Water infrastructure,Routine vaccination,Home vaccination,Castration,Deworming,Dipping,Home spraying,Paravet,Homemade animal feed,Fodder production,Fodder preservation,Survival feeding,Commercial feed,Artificial insemination,Pen fattening,crop_div,liv_div,tot_div,clearing,soil_fertility,soil_erosion,soil_compaction,tree_cover,Basal fertilizer,Top-dressing fertilizer,Manure,Compost,credit,saving_loan,knowledge,cereals,Cereal yield (kg/ha),newliv,offtake,death,cattle_goats_poultry
571,Ward 4,Murehwa,79,1,0,1,1,0,2,0,0,1,1,1,1,0,4,0,0,0,1,0,1,0,0,0,0,0,40,0,No,0.4,1,0,1,1,1,8,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,6,2,8,0,Stable,Stable,Improving,Improving,200,3,0,0,No,No,Government extension,2000,2000,0.35,0.15,0.2,0.4
572,Ward 4,Murehwa,57,1,1,0,2,1,3,0,0,1,1,1,1,0,3,0,0,0,1,2,0.18,0,0.46,0.36,1,8,95,0,No,3.25,1,0,1,1,0.583333333,4,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,10,4,14,0,Deteriorating,Stable,Deteriorating,Improving,50,50,600,0,Yes,Yes,Government extension,450,2500,0.9,0.15,0.6,1.95
573,Ward 4,Murehwa,76,0,0,1,1,0,5,0,0,0,0,0,0,0,4,0,0,0,1,0.4,0.6,0.2,0.2,0,0,0,11,0,No,0.11,1,0,1,0,0.416666667,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,6,2,8,0,Deteriorating,Stable,Stable,Improving,50,35,0,0,No,Yes,Government extension,150,250,0.4,0.15,0.05,0.11
574,Ward 4,Murehwa,60,1,0,1,2,3,10,0,0,1,0,1,1,0,1,0,0,0,4,4,1.4,0.5,0.5,1.6,9,12,34,4,No,9.04,1,0,1,1,0.666666667,8,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,8,8,16,0,Stable,Deteriorating,Deteriorating,Stable,175,170,0,0,No,Yes,Government extension,3100,1631.578947,3.07,2.05,0.08,7.1
575,Ward 4,Murehwa,69,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0.5,0.4,0.3,0,0.2,0,3,2,12,0,No,2.62,1,0,1,0,0.5,4,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,5,4,9,0,Stable,Stable,Improving,Deteriorating,150,100,1500,0,No,No,Government extension,500,1666.666667,2,0.7,2.47,2.42
576,Ward 4,Murehwa,67,1,0,1,0,1,7,0,0,1,0,0,1,0,3,0,0,0,0.12,2,0.06,0,0.06,0,0,4,10,2,No,0.9,1,0,1,1,0.5,5,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,8,4,12,0,Deteriorating,Stable,Stable,Improving,50,60,0,300,No,Yes,Government extension,350,5833.333333,0.4,0.08,0.55,0.5
577,Ward 4,Murehwa,60,1,0,0,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0.48,0,0.35,0,0,4,4,0,No,0.84,1,0,1,0,0.833333333,6,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,7,3,10,0,Improving,Stable,Stable,Improving,40,20,0,0,No,No,Government extension,600,1250,0,0,0,0.4
578,Ward 4,Murehwa,55,1,0,0,2,0,6,0,0,0,0,1,0,0,0,0,0,0,0.6,0.2,0.4,0,0.2,0,0,0,7,5,No,0.07,1,0,1,1,0.25,5,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,3,3,6,0,Stable,Stable,Improving,Improving,75,100,450,0,No,Yes,Government extension,350,875,0.17,0.06,0.08,0.07
579,Ward 4,Murehwa,87,0,0,2,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0.46,1,0.4,0,0.06,0,2,5,20,0,No,2.6,0,0,1,1,1,3,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,2,4,6,0,Deteriorating,Stable,Improving,Improving,100,50,600,0,No,No,Other farmers,600,1500,1.75,0.46,5.02,2.1
58,Ward 2,Mbire,62,1,0,1,1,3,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2,0.8,0,0,0,0,2,0,No,0.02,0,0,0,0,0.416666667,3,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,2,3,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,0,0,0,0,No,No,Government extension,270,270,0,0,0,0.02
580,Ward 4,Murehwa,50,1,1,0,6,0,10,0,0,1,1,0,1,0,3,0,0,0,0.6,0,0.18,0,0.6,0,0,0,8,0,No,0.08,0,0,1,1,0.583333333,9,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,4,2,6,0,Improving,Stable,Improving,Stable,70,50,600,0,Yes,Yes,Government extension,1000,5555.555556,0.15,0.07,0.09,0.08
581,Ward 4,Murehwa,49,0,1,0,2,0,5,0,0,1,1,1,1,0,2,0,0,0,1,0,0.4,0,0.6,0,9,6,108,0,No,8.58,1,0,1,1,0.666666667,6,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,9,8,17,0,Stable,Stable,Improving,Stable,50,50,1200,0,No,Yes,Government extension,800,2000,2.7,0.15,0.4,6.95
582,Ward 4,Murehwa,38,1,1,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0.8,0.4,0.4,0,0.5,0.1,2,2,10,0,No,1.9,1,0,1,0,0.333333333,5,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,4,11,1,Stable,Stable,Improving,Improving,50,50,600,0,No,Yes,Development NGO,600,1500,1.1,0.7,0.1,1.7
583,Ward 4,Murehwa,35,0,0,0,2,0,7,0,0,0,0,0,1,0,2,0,0,0,0.4,0,0.2,0.2,0,0,0,0,3,0,No,0.03,1,0,0,0,0.916666667,3,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,2,5,0,Stable,Stable,Stable,Improving,50,70,0,0,No,No,Government extension,470,1175,0,0,0,0.03
584,Ward 4,Murehwa,61,1,0,1,5,3,11,0,0,1,0,1,1,0,3,0,0,0,1.5,1,0.4,0,0.2,0.9,5,0,8,0,No,3.58,1,0,1,0,0.75,8,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,3,3,6,0,Stable,Stable,Stable,Improving,50,75,300,0,No,No,Other farmers,630,1575,1.72,0.11,0.3,3.58
585,Ward 4,Murehwa,35,0,1,0,3,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0.4,0,0.3,0.3,0,1,8,0,No,0.28,1,0,1,1,0.666666667,5,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,8,4,12,0,Stable,Improving,Stable,Deteriorating,100,100,0,0,No,No,Government extension,150,375,0.25,0.06,0.08,0.12
586,Ward 4,Murehwa,47,0,1,0,2,1,6,0,0,1,1,0,2,0,2,0,0,1,0.4,0.6,0.4,0,0.41,0,2,4,69,0,No,2.89,1,0,1,0,1,8,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,8,5,13,0,Improving,Stable,Stable,Deteriorating,50,50,1500,0,No,No,Other farmers,250,625,0.5,0.77,0,2.05
587,Ward 4,Murehwa,82,1,0,2,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0.2,2,0.2,0,0,0,0,2,40,0,No,0.8,1,0,1,0,0.5,3,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,3,5,0,Stable,Stable,Stable,Stable,50,50,0,750,No,No,Government extension,100,500,0.5,0.07,0.2,0.6
588,Ward 4,Murehwa,64,0,0,1,1,1,8,0,0,1,1,1,1,0,4,0,0,0,2.5,0.4,1.5,0,0.1,0.9,9,0,95,0,No,7.25,1,0,1,0,1,7,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,5,6,11,1,Deteriorating,Stable,Stable,Improving,400,200,4000,0,No,No,Government extension,3000,2000,1.92,0.08,10.38,7.2
589,Ward 4,Murehwa,60,1,0,1,2,2,8,0,0,1,1,0,1,0,4,0,0,0,3.5,3,1.5,0,0.56,1.44,0,0,30,0,No,0.3,0,0,1,1,1,8,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,4,2,6,1,Deteriorating,Stable,Stable,Improving,0,75,500,0,No,No,Other farmers,2000,1333.333333,0.6,0.35,0.7,0.3
59,Ward 2,Mbire,45,0,1,0,2,2,9,0,0,1,0,1,0,0,0,0,0,0,2,0,0.2,1.6,0,0.2,10,6,19,0,No,8.39,0,0,1,1,0.583333333,4,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,2,4,6,0,Deteriorating,Deteriorating,Deteriorating,Stable,50,50,0,0,No,No,Government extension,850,472.2222222,2.65,0.25,0,7.79
590,Ward 4,Murehwa,74,1,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0.5,1,0.1248,0,0.2,0.1752,0,2,0,0,No,0.4,1,0,1,1,0.5,6,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,4,2,6,0,Deteriorating,Stable,Stable,Stable,50,100,500,0,No,No,Relatives,300,2403.846154,0.1,0,0.1,0.2
591,Ward 4,Murehwa,40,1,1,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.2,0,0.2,0,0,2,7,0,No,0.47,1,0,1,1,0.833333333,3,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,3,9,0,Improving,Deteriorating,Improving,Improving,50,50,0,0,No,Yes,Government extension,250,1250,0.3,0.16,0.45,0.27
592,Ward 4,Murehwa,67,1,0,0,0,2,5,0,0,2,0,1,1,0,2,0,0,0,0.6,0,0.4,0.2,0,0,18,9,84,0,No,15.24,1,0,1,1,0.416666667,6,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,5,6,11,0,Deteriorating,Stable,Stable,Deteriorating,105,150,300,0,No,No,Other farmers,81,135,1.65,0.5,0.2,14.2
593,Ward 4,Murehwa,43,0,1,0,2,3,6,0,0,0,0,0,0,0,2,0,0,0,0.4,0,0.3,0,0.1,2.78E-17,0,3,23,0,No,0.83,1,0,1,1,0.333333333,5,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,4,9,0,Improving,Improving,Improving,Improving,75,100,300,0,No,Yes,Other farmers,400,1333.333333,0.23,0.26,0.12,0.5
594,Ward 4,Murehwa,60,0,0,0,2,2,30,0,0,0,0,0,0,0,2,0,0,0,0.8,1,0.4,0,0.26,0.14,0,0,0,0,No,0,1,0,1,1,0.833333333,5,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,1,4,0,Stable,Stable,Stable,Improving,100,100,0,0,No,No,Government extension,1000,2500,0,0,0,0
595,Ward 4,Murehwa,64,0,0,1,2,6,10,0,0,1,0,1,1,0,1,0,0,0,0.8,0.4,0.4,0,0.3,0.1,1,3,6,3,No,1.36,1,0,1,1,0.5,4,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,7,6,13,0,Stable,Stable,Stable,Improving,50,50,150,0,No,No,Other farmers,350,875,0.31,0.11,0.06,1.06
596,Ward 4,Murehwa,54,0,1,0,2,2,4,0,0,1,0,1,1,0,1,0,0,0,1.6,0.8,1.2,0,0.4,1.11E-16,1,0,8,0,No,0.78,1,0,1,1,1,3,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,3,9,0,Stable,Improving,Improving,Improving,400,300,0,0,No,No,Government extension,3,2.5,0.2,0.1,2.1,0.78
597,Ward 4,Murehwa,60,0,1,0,3,2,7,0,0,2,0,1,2,0,3,0,0,0,1.2,0,0.6,0.2,0.4,0,5,1,30,1,No,4,1,0,1,0,0.75,6,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,10,5,15,0,Stable,Stable,Stable,Improving,50,50,1000,0,No,Yes,Government extension,21,26.25,0.5,0.12,0.2,3.9
598,Ward 4,Murehwa,66,0,0,1,1,1,3,0,0,1,1,1,1,0,1,0,0,0,0.68,0.2,0.24,0,0.32,0.12,0,6,29,0,No,1.49,1,0,1,1,1,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,4,10,0,Improving,Stable,Stable,Improving,75,100,0,600,No,No,Relatives,1000,4166.666667,0.32,1.08,0.23,0.87
599,Ward 4,Murehwa,64,1,0,2,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0.3,0.8,0.21,0,0.1,0,0,5,5,0,No,1.05,1,0,1,1,0.416666667,5,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,3,10,0,Deteriorating,Deteriorating,Deteriorating,Stable,50,50,0,0,No,No,Government extension,350,1666.666667,0.3,0.15,0.4,0.55
6,Ward 2,Mbire,46,0,0,1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.4,0.4,0.4,0,6,10,3,No,1.3,1,0,1,1,0.333333333,5,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,7,4,11,0,Deteriorating,Deteriorating,Stable,Improving,0,0,0,0,No,No,Government extension,300,750,0.15,0.13,0.03,0.7
60,Ward 2,Mbire,46,1,1,0,2,1,7,0,0,0,0,0,0,0,1,0,0,0,0.08,0,0.04,0.04,0,0,0,0,10,0,No,0.1,1,0,1,1,0.583333333,2,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,2,7,0,Deteriorating,Deteriorating,Stable,Improving,0,0,0,0,No,No,Relatives,400,5000,0.15,0.04,0.1,0.1
600,Ward 4,Murehwa,47,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0.4,0.2,0.2,0,0.2,0,0,7,5,0,No,1.45,1,0,1,0,0.833333333,6,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,5,3,8,0,Improving,Deteriorating,Stable,Stable,55,55,600,150,No,No,Other farmers,600,3000,0.7,0.17,0.15,0.75
601,Ward 4,Murehwa,51,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0.8,0,0.4,0,0.4,0,0,0,28,0,No,0.28,1,0,1,1,0.5,5,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,5,3,8,0,Deteriorating,Deteriorating,Deteriorating,Improving,50,50,300,200,Yes,Yes,Government extension,500,1250,0.4,0.18,0.22,0.25
602,Ward 4,Murehwa,37,0,1,1,2,0,5,0,0,1,1,0,0,0,3,0,0,0,0.9,1.2,0.4,0,0.2,0.3,0,0,12,2,No,0.12,1,0,1,1,0.416666667,6,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,8,4,12,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,100,150,0,200,No,No,Other farmers,400,1000,0.19,0.03,0.05,0.08
603,Ward 4,Murehwa,66,0,0,2,5,1,14,0,0,1,1,1,2,0,3,0,0,0,2,0.4,1,0.1,0.7,0.2,9,8,77,0,No,8.67,1,1,1,1,1,0,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,8,6,14,0,Improving,Improving,Stable,Improving,160,165,1500,304,No,Yes,Government extension,1150,1045.454545,2.3,1,2.1,7.45
604,Ward 4,Murehwa,48,1,1,0,3,1,6,0,0,0,0,0,0,0,1,0,0,0,0.3,0,0.18,0,0.06,0.06,0,1,5,0,No,0.25,0,0,1,0,0.666666667,5,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,2,3,5,0,Deteriorating,Stable,Deteriorating,Improving,50,50,750,0,No,No,Government extension,100,555.5555556,0.1,0,0.1,0.15
605,Ward 4,Murehwa,50,1,0,0,3,14,22,0,0,1,0,1,1,0,0,0,0,0,0.8,0.4,0.4,0,0.4,0,0,3,8,0,No,0.68,1,0,0,0,0.333333333,4,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,3,4,7,0,Deteriorating,Deteriorating,Deteriorating,Stable,50,50,0,0,No,No,Government extension,450,1125,0.12,0.2,0.2,0.36
606,Ward 4,Murehwa,44,1,1,0,2,2,5,0,0,1,0,0,1,0,0,0,0,0,1,1,0.4,0,0.2,0.4,8,6,67,0,No,7.47,1,0,1,1,0.583333333,5,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,10,5,15,0,Deteriorating,Stable,Deteriorating,Improving,150,200,3000,0,No,No,Government extension,650,1625,2.85,0.35,0.35,6.3
607,Ward 4,Murehwa,43,0,1,0,2,1,6,0,0,1,0,0,1,0,2,0,0,1,1,2,0.4,0,0.2,0.4,3,4,15,0,No,3.05,1,0,1,1,0.583333333,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,9,5,14,0,Deteriorating,Improving,Deteriorating,Improving,100,150,0,0,No,Yes,Government extension,600,1500,1.25,1,0.35,2.65
608,Ward 4,Murehwa,51,0,1,0,2,3,8,0,0,1,0,1,1,0,3,0,0,1,1,0,0.5,0,0.3,0.3,3,10,156,0,No,5.66,1,0,1,1,0.75,8,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,6,5,11,0,Stable,Deteriorating,Deteriorating,Improving,150,100,1800,0,No,Yes,Government extension,1000,2000,3,11.3,5,3.18
609,Ward 4,Murehwa,50,0,1,0,2,1,6,0,0,1,0,1,1,0,3,0,0,1,0.4,0,0.18,0.06,0,0.16,0,11,125,1,No,3.45,1,0,1,1,0.583333333,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,6,5,11,0,Improving,Stable,Stable,Improving,75,150,900,400,No,Yes,Government extension,1550,6458.333333,0.75,0.3,0.15,1.35
61,Ward 2,Mbire,42,0,0,0,3,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0,0,0,3,0,No,0.03,1,0,1,0,0,2,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,4,2,6,0,Deteriorating,Deteriorating,Stable,Stable,0,0,0,0,No,No,Government extension,250,312.5,0,0,0.04,0.03
610,Ward 4,Murehwa,51,0,1,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0.8,0.4,0.4,0,0.4,0,0,0,15,0,No,0.15,1,0,1,0,0.5,5,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,10,2,12,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,50,75,600,0,No,No,Government extension,600,1500,0.3,0.15,0.17,0.15
611,Ward 4,Murehwa,92,0,0,1,0,1,2,0,0,1,1,1,1,0,2,0,0,0,1,1,0.8,0,0.2,0,0,0,8,0,No,0.08,1,0,1,0,0.416666667,4,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,2,4,0,Stable,Stable,Deteriorating,Stable,50,50,600,0,No,No,Government extension,1503,1878.75,0,0,0.02,0.08
612,Ward 4,Murehwa,46,0,1,0,2,0,6,0,0,0,0,0,0,0,3,0,0,0,0.6,0.4,0.4,0,0.2,0,0,0,45,0,No,0.45,1,0,1,0,0.5,4,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,4,3,7,0,Improving,Stable,Improving,Stable,50,50,0,900,No,No,Government extension,500,1250,0.28,0.19,0.09,0.45
613,Ward 4,Murehwa,62,0,1,1,2,0,7,0,0,1,0,1,1,0,1,0,0,0,1.1,0,0.4,0.1,0.3,0.3,5,0,57,2,No,4.07,1,0,1,1,0.666666667,8,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,9,6,15,0,Improving,Stable,Stable,Improving,275,160,1200,0,Yes,Yes,Government extension,1600,3200,1.3,0.35,0.2,3.61
614,Ward 4,Murehwa,56,1,0,0,1,1,4,0,0,0,0,0,0,0,3,0,0,0,0.6,0.4,0.2,0.1,0.2,0.1,0,0,7,0,No,0.07,1,0,1,0,0.416666667,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,7,2,9,0,Deteriorating,Deteriorating,Deteriorating,Stable,50,50,300,150,No,Yes,Government extension,300,1500,0.5,0.1,0.4,0.07
62,Ward 2,Mbire,66,0,0,2,0,1,3,0,0,1,0,1,0,0,2,0,0,0,1.8,1,1,0,0.8,0,5,6,30,0,Yes,6,1,0,1,0,0.833333333,4,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,6,12,0,Deteriorating,Stable,Stable,Improving,50,50,0,0,No,No,Government extension,520,520,1.5,0,0.45,4.36
63,Ward 2,Mbire,61,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1.2,0,0.4,0.6,0.2,0,0,4,18,0,No,0.98,1,0,1,1,0.166666667,2,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,3,10,0,Deteriorating,Stable,Deteriorating,Deteriorating,70,70,0,0,No,No,Government extension,270,270,0.18,0.1,0.24,0.58
64,Ward 2,Mbire,68,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.8,1,0,0,1,0,0,4,6,0,No,0.86,1,0,0,0,0.5,3,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,3,7,0,Deteriorating,Deteriorating,Stable,Improving,0,0,0,0,No,No,Government extension,0,NA,0.3,0,0.05,0.46
